Longitude,Latitude,RSRP(dBm),SINR(dB),Throughput Downlink(Kbps),Throughput Uplink(Kbps),Jenis Rekomendasi Optimasi,RSRP(dBm)_after,SINR(dB)_after,Throughput Downlink(Kbps)_after,Throughput Uplink(Kbps)_after
106.78631715,-6.27692201,-90.36,5.289999999999999,15564.270000000002,17403.18,Melakukan Optimasi Load Balancing dan Handover Tuning,-87.93610000000001,8.13239999999999,16405.860900000003,19034.381975
106.78630961,-6.27688897,-91.71,5.65,11456.7,10535.27,Melakukan Optimasi Load Balancing dan Handover Tuning,-89.01149999999998,8.094999999999972,12871.005949999992,12038.148595
106.78628691,-6.27686049,-91.56,4.959999999999999,13735.44,19631.47,Melakukan Optimasi Load Balancing dan Handover Tuning,-88.94910000000002,6.793399999999979,15432.37938,21866.212469999995
106.786245,-6.27683709,-92.49,4.809999999999999,12107.49,14742.490000000002,Melakukan Optimasi Load Balancing dan Handover Tuning,-89.51320000000001,6.54839999999999,13244.638660000006,17635.361320000004
106.78619722,-6.27681335,-94.0,4.650000000000001,11562.06,17391.98,Melakukan Optimasi Load Balancing dan Handover Tuning,-90.8205,6.638400000000002,10812.441750000002,19045.918314999995
106.78613723,-6.27678578,-95.0,4.150000000000001,10587.33,8979.39,Melakukan Optimasi Load Balancing dan Handover Tuning,-92.5291,6.742899999999987,12082.797760000003,10006.159889999994
106.7860804,-6.27675855,-93.99,5.329999999999999,10935.19,13539.06,Melakukan Optimasi Load Balancing dan Handover Tuning,-90.5449,8.060299999999994,12536.472740000005,11884.878435
106.78602464,-6.27673068,-94.54,3.35,10577.01,11904.9,Melakukan Optimasi Load Balancing dan Handover Tuning,-92.0753,5.6152000000000015,11067.247400000006,12989.865710000007
106.78596645,-6.27669856,-91.96,4.499999999999998,11754.09,14055.62,Melakukan Optimasi Load Balancing dan Handover Tuning,-88.9309,6.418500000000001,12477.015540000002,16637.51977500001
106.7859115,-6.27666455,-91.24,3.71,8921.19,12370.35,Melakukan Optimasi Load Balancing dan Handover Tuning,-88.85300000000001,6.222599999999994,10747.63437,13383.654114999988
106.78585231,-6.27663,-92.38,1.7300000000000015,7197.02,12050.78,Melakukan Optimasi Load Balancing dan Handover Tuning,-89.30599999999998,3.6062999999999934,8018.913319999996,13740.142960000005
106.78579471,-6.27659662,-95.35,1.100000000000001,8337.63,15444.260000000002,Melakukan Optimasi Load Balancing dan Handover Tuning,-92.6791,3.058299999999996,10398.374139999993,18804.397384999997
106.7857377,-6.27656368,-96.62,3.08,8895.55,12449.82,Melakukan Optimasi Load Balancing dan Handover Tuning,-93.91980000000004,5.229499999999998,10678.687580000009,13239.232170000005
106.78568179,-6.27652991,-98.21,3.4600000000000004,9315.55,11856.06,Melakukan Optimasi Load Balancing dan Handover Tuning,-94.60680000000002,5.420199999999987,11248.708350000006,12822.858685
106.7856298,-6.27649768,-100.34,2.4199999999999995,9888.61,8396.12,Melakukan Beamforming dan Handover Tuning,-88.88929999999998,15.962900000000015,16367.5395,13114.451839999992
106.78557359,-6.27646214,-100.59,2.309999999999999,10381.59,7134.53,Melakukan Beamforming dan Handover Tuning,-89.33139999999999,16.395100000000014,15235.378200000012,11102.97215999999
106.78551525,-6.27642629,-101.36,0.3100000000000003,8015.490000000001,6475.21,Melakukan Beamforming dan Handover Tuning,-90.4476,15.072499999999996,12628.777949999998,10222.127519999996
106.78545912,-6.2763877,-102.34,-1.0000000000000009,6680.45,6598.660000000001,Melakukan Beamforming dan Handover Tuning,-91.1019,14.371599999999985,11109.519,10331.49696000001
106.7854118,-6.27635113,-101.72,-1.480000000000001,4157.76,4145.49,Melakukan Beamforming dan Handover Tuning,-91.0798,13.505199999999972,5158.647900000002,5556.527039999997
106.7853545,-6.27630523,-100.42,-1.9399999999999988,2821.77,5114.02,Melakukan Beamforming dan Handover Tuning,-88.5154,13.43509999999996,5338.941449999998,8810.346560000004
106.78530547,-6.27626249,-100.33,-2.329999999999999,3288.85,6816.319999999999,Melakukan Beamforming dan Handover Tuning,-88.52480000000001,13.279199999999964,5630.208000000001,10242.55232
106.78525396,-6.27621739,-102.09,-3.69,2733.67,5259.65,Melakukan Beamforming dan Handover Tuning,-90.9786,11.612899999999993,5479.8604499999965,9621.60912
106.78520256,-6.27616893,-101.58,-4.059999999999998,2505.28,5979.97,Melakukan Beamforming dan Handover Tuning,-90.09050000000002,11.295299999999989,5088.04515,10687.906880000002
106.78515102,-6.27612302,-98.31,-2.309999999999999,3538.75,10097.06,Melakukan Beamforming dan Handover Tuning,-86.92020000000001,13.90249999999999,6516.1536000000015,16724.42000000001
106.7851017,-6.27608065,-93.23,1.4000000000000012,7983.809999999999,14980.45,Melakukan Optimasi Load Balancing dan Handover Tuning,-90.78779999999996,3.755799999999977,9732.130429999992,17969.674944999988
106.78505824,-6.2760445,-88.11,7.290000000000001,12101.21,10642.43,Melakukan Optimasi Load Balancing dan Handover Tuning,-85.03569999999998,7.898599999999985,12462.11681,11212.257004999994
106.78500355,-6.27599693,-89.94,7.520000000000001,14606.85,5232.67,Melakukan Optimasi Load Balancing dan Handover Tuning,-87.46309999999997,9.59429999999999,14342.22482000001,6017.679980000002
106.78495188,-6.27594938,-92.86,4.690000000000001,11565.52,5441.53,Melakukan Optimasi Load Balancing dan Handover Tuning,-90.1114,7.436100000000013,12794.066670000018,6604.358460000005
106.78490318,-6.27590472,-93.47,3.790000000000001,11360.22,7156.8,Melakukan Optimasi Load Balancing dan Handover Tuning,-90.47480000000002,5.845899999999995,11787.335340000003,7721.377265000001
106.78485412,-6.27585844,-96.3,1.6700000000000017,7326.3,6353.26,Melakukan Optimasi Load Balancing dan Handover Tuning,-93.0811,4.478399999999992,10027.415640000008,7028.0736600000055
106.78480026,-6.27580739,-94.68,2.54,3267.81,5227.72,Melakukan Optimasi Load Balancing dan Handover Tuning,-91.2394,4.752499999999993,5795.476280000002,5873.964709999998
106.78475143,-6.27576134,-93.91,0.0,5465.56,9632.17,Melakukan Optimasi Load Balancing dan Handover Tuning,-90.7278,3.1344000000000083,6261.930950000001,11577.914914999996
106.78469603,-6.27570797,-92.5,3.940000000000001,7945.569999999999,13134.21,Melakukan Optimasi Load Balancing dan Handover Tuning,-89.26729999999999,6.446799999999992,9845.109559999995,14130.276894999995
106.78464689,-6.27565767,-92.08,4.650000000000001,12511.53,9333.26,Melakukan Optimasi Load Balancing dan Handover Tuning,-89.1755,7.450099999999978,13562.786269999991,12096.354925
106.78459545,-6.27560608,-89.2,3.13,11735.75,10587.28,Melakukan Optimasi Load Balancing dan Handover Tuning,-86.5052,6.781399999999983,12478.903910000005,12175.551399999997
106.78454207,-6.27555426,-87.6,8.020000000000001,14838.24,17283.28,Melakukan Optimasi Load Balancing dan Handover Tuning,-85.14093500000004,9.627974999999983,18347.136880000005,21189.425055
106.78448967,-6.2755039,-87.38,7.210000000000001,13993.0,15668.5,Melakukan Optimasi Load Balancing dan Handover Tuning,-84.77883500000003,9.096375000000002,17526.203470000008,20790.233835000003
106.78443823,-6.27545506,-92.14,4.730000000000001,12946.1,11096.16,Melakukan Optimasi Load Balancing dan Handover Tuning,-89.2477,7.440099999999972,14308.442829999993,12876.017665
106.78438394,-6.27540167,-93.24,4.709999999999998,11493.93,13138.63,Melakukan Optimasi Load Balancing dan Handover Tuning,-90.0158,7.515999999999985,13195.386160000004,12481.400915000006
106.78433581,-6.27535364,-90.88,4.559999999999999,4380.83,6409.82,Melakukan Optimasi Load Balancing dan Handover Tuning,-88.74459999999998,7.05829999999998,4602.046569999995,6532.809024999999
106.78428386,-6.27530255,-89.22,4.539999999999998,13043.14,24828.390000000003,Melakukan Optimasi Load Balancing dan Handover Tuning,-86.58000000000003,7.080899999999979,17127.780070000008,27935.700475000005
106.78424124,-6.27526,-82.42,8.290000000000001,19857.47,20958.39,Melakukan Optimasi MEC dan Carrier Aggregation,-75.94668499999999,12.716424999999976,20841.29404,24997.068365
106.78419317,-6.27521436,-80.17,10.880000000000004,24901.28,23796.59,Melakukan Optimasi Power Control,-79.368885,13.554824999999983,27687.052040000013,24181.295490000004
106.7841514,-6.2751768,-82.45,8.330000000000002,22537.07,16714.42,Melakukan Optimasi MEC dan Carrier Aggregation,-76.49381499999998,12.509374999999986,24000.11698999998,22789.395630000006
106.78411333,-6.27514517,-86.83,8.040000000000001,20870.04,12480.479999999998,Melakukan Optimasi MEC dan Carrier Aggregation,-85.13746999999996,8.750449999999994,22274.799000000014,12948.425315000002
106.78408039,-6.27511854,-88.07,6.98,19267.01,15578.39,Melakukan Optimasi Load Balancing dan Handover Tuning,-85.33919999999998,9.11690000000001,21319.07514000001,19408.600715
106.78405998,-6.27510349,-84.17,7.650000000000001,19789.63,15333.12,Melakukan Optimasi MEC dan Carrier Aggregation,-77.40470499999998,12.17257499999997,19889.391820000008,22286.593995
106.78404381,-6.27509332,-84.5,8.520000000000001,20103.67,17302.44,Melakukan Optimasi MEC dan Carrier Aggregation,-77.67471499999999,12.73347499999999,20342.51895000002,22902.720729999997
106.78402878,-6.27508245,-88.78,5.019999999999999,19202.59,15675.26,Melakukan Optimasi Load Balancing dan Handover Tuning,-85.31109999999998,8.086200000000002,20753.769850000008,20082.318670000008
106.78401224,-6.27507012,-86.87,2.4399999999999995,15365.07,16502.94,Melakukan Optimasi Load Balancing dan Handover Tuning,-84.25063000000002,5.034899999999985,18621.595339999996,21407.84598500001
106.78398197,-6.27505295,-84.32,8.420000000000002,21193.88,23085.67,Melakukan Optimasi MEC dan Carrier Aggregation,-82.24550999999998,9.614850000000017,22882.808980000005,26540.03581999997
106.78394759,-6.27502592,-84.35,7.940000000000001,19448.32,24194.750000000004,Melakukan Optimasi Load Balancing dan Handover Tuning,-82.26233999999998,9.93820000000001,20690.67681000002,27851.28899499997
106.78390374,-6.27499615,-85.81,8.080000000000002,21304.64,19256.42,Melakukan Optimasi MEC dan Carrier Aggregation,-83.43809499999999,9.345174999999996,23318.12214000001,22475.484374999996
106.7838595,-6.27496187,-88.23,5.309999999999999,16127.33,16191.26,Melakukan Optimasi Load Balancing dan Handover Tuning,-85.30550000000002,8.592999999999995,18465.55623,20384.526135
106.78381561,-6.27493107,-85.89,7.27,20217.89,21753.22,Melakukan Optimasi Load Balancing dan Handover Tuning,-83.50373499999999,9.235374999999996,20410.43625000001,24370.85147499999
106.78376701,-6.27490191,-82.79,9.630000000000004,19749.72,22982.97,Melakukan Optimasi MEC dan Carrier Aggregation,-78.05120000000002,14.529199999999989,20901.689770000005,24815.162039999974
106.78372035,-6.27487436,-77.92,13.83,27110.91,25276.71,Melakukan Optimasi Power Control,-78.18248,14.670899999999993,29407.980420000014,24075.343275
106.78367274,-6.2748511,-77.33,14.560000000000002,16361.19,14279.05,Melakukan Optimasi MEC dan Carrier Aggregation,-73.88471000000004,18.609649999999995,21019.18000000001,17984.561949999996
106.78362259,-6.27483241,-82.09,10.250000000000004,24089.32,26626.01,Melakukan Optimasi Power Control,-80.00495,12.699650000000002,26393.50503000002,27213.512120000007
106.78356869,-6.27481219,-84.35,8.620000000000003,21398.88,21171.35,Melakukan Optimasi MEC dan Carrier Aggregation,-78.705705,12.914274999999977,22368.990870000005,24704.645234999974
106.78351742,-6.27479408,-85.46,8.480000000000002,18775.99,19679.74,Melakukan Optimasi MEC dan Carrier Aggregation,-83.19726499999997,9.448325000000004,20668.69152000001,23346.12843999999
106.78346639,-6.27477778,-88.03,6.69,16522.43,17547.49,Melakukan Optimasi Load Balancing dan Handover Tuning,-85.03320000000005,9.322099999999994,18661.90051,20538.042050000004
106.78341445,-6.2747632,-85.3,9.900000000000004,22236.54,21988.75,Melakukan Optimasi MEC dan Carrier Aggregation,-79.65212000000001,15.296699999999984,22397.19999000001,24271.148799999977
106.78335978,-6.27475063,-80.29,12.71,23032.09,18610.6,Melakukan Optimasi MEC dan Carrier Aggregation,-77.93877999999998,16.46759999999999,23863.478939999997,22426.133375
106.78329931,-6.27473706,-79.38,12.38,21670.21,18709.78,Melakukan Optimasi MEC dan Carrier Aggregation,-77.32085999999998,15.803399999999993,23778.41682000001,22273.227174999996
106.78323799,-6.27472001,-81.64,9.650000000000002,14859.08,21681.92,Melakukan Optimasi MEC dan Carrier Aggregation,-77.23688,15.321699999999966,18305.471050000007,25412.96170999998
106.7831774,-6.27470123,-83.6,6.75,13657.34,20980.94,Melakukan Optimasi MEC dan Carrier Aggregation,-81.87662999999999,8.499450000000005,17489.886080000007,24033.532595
106.7831173,-6.27468525,-86.89,3.31,11459.02,16177.19,Melakukan Optimasi Load Balancing dan Handover Tuning,-83.88347,6.106349999999982,14058.237039999998,22050.92529500001
106.78305738,-6.27466879,-89.08,1.190000000000001,9452.64,13933.86,Melakukan Optimasi Load Balancing dan Handover Tuning,-86.77269999999999,3.625000000000009,12069.472469999995,16410.614655
106.78299957,-6.27465486,-90.23,-0.7100000000000006,9648.72,16010.35,Melakukan Optimasi Load Balancing dan Handover Tuning,-87.3582,1.049799999999996,11339.792420000003,20329.489780000007
106.78294538,-6.27464291,-93.2,-0.1,10340.93,15198.75,Melakukan Optimasi Load Balancing dan Handover Tuning,-90.44649999999996,2.51,11603.431289999997,18719.56326500001
106.78289175,-6.2746309,-95.15,-1.4000000000000012,8346.43,8196.16,Melakukan Optimasi Load Balancing dan Handover Tuning,-91.9659,2.756099999999989,10790.213500000003,9697.111879999997
106.78283738,-6.27461713,-94.4,-1.210000000000001,7142.95,10466.5,Melakukan Optimasi Load Balancing dan Handover Tuning,-91.5202,2.8267999999999973,9833.831920000002,12423.017139999998
106.78278855,-6.27460515,-93.01,-1.5800000000000014,8192.64,16923.95,Melakukan Optimasi Load Balancing dan Handover Tuning,-90.35539999999996,1.1565999999999794,11223.72581,19815.218864999995
106.78273976,-6.27459252,-93.23,-2.3799999999999994,4238.89,9585.27,Melakukan Optimasi Load Balancing dan Handover Tuning,-90.53589999999998,2.676700000000012,5547.493270000003,11333.219984999996
106.7826906,-6.27457797,-92.79,-1.020000000000001,5012.83,21431.71,Melakukan Optimasi Load Balancing dan Handover Tuning,-89.79819999999998,1.5081999999999895,8997.581010000005,23658.834654999995
106.782646,-6.27456513,-94.23,-2.77,4054.4,16946.66,Melakukan Optimasi Load Balancing dan Handover Tuning,-91.26389999999998,0.7306999999999918,9250.41832,19883.97564
106.78260292,-6.27455254,-94.09,-3.880000000000001,4720.5,25443.110000000004,Melakukan Optimasi Load Balancing dan Handover Tuning,-90.37039,0.2823499999999981,9378.049979999998,28799.47187000001
106.78256732,-6.27454281,-95.17,-6.12,3198.88,18834.05,Melakukan Beamforming dan Handover Tuning,-85.62816999999997,10.488400000000016,9545.63922,29692.32957499999
106.78253044,-6.27453318,-96.72,-7.480000000000001,1619.88,17112.79,Melakukan Beamforming dan Handover Tuning,-85.35100000000001,7.143200000000014,9530.2893,28082.13952000001
106.78250018,-6.27452876,-94.28,-2.4199999999999995,5821.43,16777.41,Melakukan Optimasi Load Balancing dan Handover Tuning,-91.5214,0.9190999999999936,9894.302329999997,19704.315855
106.78247521,-6.27453076,-93.44,-1.6500000000000017,7571.069999999999,7964.58,Melakukan Optimasi Load Balancing dan Handover Tuning,-90.4098,2.1050999999999984,10236.99501,8950.9284
106.78245515,-6.27453702,-88.84,0.3300000000000003,7256.51,7068.35,Melakukan Optimasi Load Balancing dan Handover Tuning,-86.07269999999997,2.8807999999999905,7227.911679999995,7563.017894999993
106.78244457,-6.27454208,-83.21,8.330000000000002,17161.07,34354.16,Melakukan Optimasi Power Control,-81.71265999999997,9.096500000000011,19461.961630000005,31804.164824999996
106.78243655,-6.27454663,-82.16,8.13,18679.75,22433.67,Melakukan Optimasi MEC dan Carrier Aggregation,-75.19765000000001,12.709549999999972,20335.65911,26490.29204999999
106.78242839,-6.27455555,-84.23,7.170000000000001,9433.34,12775.62,Melakukan Optimasi MEC dan Carrier Aggregation,-78.15559999999999,12.330799999999956,13946.506200000014,9543.181625000005
106.78241926,-6.27457119,-83.82,6.75,12803.14,26749.57,Melakukan Optimasi Load Balancing dan Handover Tuning,-82.24838999999999,8.945350000000012,15795.413050000005,29186.071215
106.78240932,-6.27459502,-85.83,5.48,11859.25,25381.45,Melakukan Optimasi Load Balancing dan Handover Tuning,-82.93365999999999,8.18864999999998,14057.66664000001,28715.45460499999
106.78239844,-6.27463274,-88.23,2.7099999999999995,9663.71,18014.76,Melakukan Optimasi Load Balancing dan Handover Tuning,-84.7973,6.0033999999999725,13285.117450000003,21915.60566000001
106.7823888,-6.27467793,-89.01,-1.8300000000000016,5415.71,12454.649999999998,Melakukan Optimasi Load Balancing dan Handover Tuning,-86.88259999999998,0.672399999999984,5912.7629,10584.298585000008
106.78237768,-6.27473769,-90.27,-0.06,6022.56,20644.39,Melakukan Optimasi Load Balancing dan Handover Tuning,-87.4254,1.5475999999999952,9161.099310000003,22789.22938
106.7823677,-6.2747931,-88.45,2.1599999999999997,11419.59,22934.12,Melakukan Optimasi Load Balancing dan Handover Tuning,-84.489,5.650299999999975,14136.087020000008,25193.36705500001
106.78235875,-6.27484039,-86.89,0.2300000000000002,13271.2,26519.880000000005,Melakukan Optimasi Load Balancing dan Handover Tuning,-84.46798000000001,1.850799999999992,16053.218150000012,30222.371640000005
106.78234707,-6.27488987,-86.25,0.0,16361.990000000002,30395.18,Melakukan Optimasi Load Balancing dan Handover Tuning,-84.34918500000002,0.723824999999989,16779.035869999992,34173.125044999986
106.78233372,-6.27494254,-83.24,1.5400000000000014,21266.29,27062.89,Melakukan Optimasi Load Balancing dan Handover Tuning,-82.60376,3.5014999999999934,21930.84182,30438.247119999985
106.78232054,-6.27499569,-83.36,1.100000000000001,20592.75,27138.98,Melakukan Optimasi Load Balancing dan Handover Tuning,-82.86291999999999,2.99149999999999,21177.71422,30222.123765
106.78230526,-6.27505732,-80.64,-1.170000000000001,14100.68,20660.55,Melakukan Optimasi Load Balancing dan Handover Tuning,-82.23056500000001,0.8262249999999894,17002.70654000001,21851.75680500002
106.78229086,-6.27511712,-83.66,1.4400000000000013,11809.57,22073.4,Melakukan Optimasi Load Balancing dan Handover Tuning,-82.47423500000001,3.4369749999999883,15869.594739999997,23536.791865000003
106.7822789,-6.27517559,-81.17,6.02,20115.69,27244.08,Melakukan Optimasi Power Control,-81.51228999999996,7.99025,19627.569980000007,29415.525979999984
106.78226556,-6.27523408,-81.42,3.0,22454.13,29197.42,Melakukan Optimasi Load Balancing dan Handover Tuning,-81.29543499999998,4.254025000000002,22798.2251,32044.44039999998
106.78225216,-6.27529986,-80.49,4.059999999999998,26719.23,34363.72,Melakukan Optimasi Power Control,-80.41293000000002,5.726700000000003,30286.18553000001,31204.695234999985
106.78223421,-6.27536509,-79.64,4.979999999999999,26065.79,29449.59,Melakukan Optimasi Power Control,-79.50270499999998,5.971875000000026,29356.992260000003,28460.349674999987
106.78221304,-6.27543336,-79.93,4.939999999999999,20825.9,21201.18,Melakukan Optimasi MEC dan Carrier Aggregation,-74.56248999999998,11.281149999999982,23908.455009999983,23809.082609999998
106.78219351,-6.27550431,-81.38,3.880000000000001,21098.63,25706.19,Melakukan Optimasi Load Balancing dan Handover Tuning,-80.51675999999995,6.291050000000001,21548.314999999988,29421.472139999994
106.78217418,-6.27557736,-78.7,9.670000000000003,31437.34,31776.0,Melakukan Optimasi Power Control,-78.75063000000002,10.790550000000012,33793.58052,27943.010199999982
106.78215263,-6.27565299,-78.01,9.830000000000004,36119.09,31350.46,Melakukan Optimasi Power Control,-77.87433,10.87375000000001,35295.296019999994,29232.68569999999
106.78213032,-6.27572681,-78.88,9.400000000000002,41477.73,33022.15,Melakukan Optimasi Power Control,-78.5104,10.666800000000013,41313.02480000001,29402.1554
106.78210667,-6.2758058,-80.91,5.77,32940.53,24753.9,Melakukan Optimasi Power Control,-79.67686,6.504100000000004,32091.65822,24779.98264499999
106.78208527,-6.2758804,-80.61,7.210000000000001,36105.25,33244.41,Melakukan Optimasi Power Control,-80.72099500000002,7.651874999999992,36182.2767,30946.162039999985
106.78206457,-6.27595665,-77.63,9.120000000000005,39995.04,30876.45,Melakukan Optimasi Power Control,-77.93833,10.114650000000005,38475.74642000001,28510.96589999999
106.78204261,-6.27603773,-79.58,9.270000000000003,31039.42,29015.36,Melakukan Optimasi Power Control,-79.36236000000001,10.582800000000002,33136.51724,26202.38814999999
106.78202355,-6.27611222,-80.54,8.040000000000001,30410.459999999995,30949.98,Melakukan Optimasi Power Control,-80.272785,7.944825000000002,33062.45011,28702.16681499999
106.78200473,-6.27618478,-79.35,9.100000000000003,30052.12,33616.45,Melakukan Optimasi Power Control,-79.63951999999999,10.347600000000003,34286.79179,30343.0051
106.78198473,-6.27625956,-74.1,13.4,41056.05,31794.290000000005,Melakukan Optimasi Power Control,-75.32153000000001,13.66305000000002,40372.96073999999,28831.520950000027
106.78196457,-6.27633356,-76.24,12.83,36432.29,29627.23,Melakukan Optimasi Power Control,-76.99620000000002,12.57589999999998,36142.23919999999,27435.169099999992
106.78194518,-6.27640775,-77.04,12.75,41772.82,31141.28,Melakukan Optimasi Power Control,-76.93110000000001,12.822900000000004,41740.189900000005,28703.980600000003
106.78192493,-6.2764827,-73.79,14.480000000000002,41941.86,29116.74,Melakukan Optimasi Power Control,-74.40183000000002,14.753850000000002,41291.38304,27708.36355000002
106.78190349,-6.27656017,-72.35,14.730000000000002,46542.23,30708.33,Melakukan Optimasi Power Control,-74.56900000000002,15.109200000000005,43039.778200000015,28108.228600000024
106.78188262,-6.27663294,-72.43,13.619999999999996,44402.71,32284.03,Melakukan Optimasi Power Control,-75.23253000000003,14.456250000000024,42094.05274000001,28944.725750000016
106.78186216,-6.27670349,-71.93,14.439999999999996,47301.7,32351.59,Melakukan Optimasi Power Control,-75.09020000000001,14.365000000000013,44414.45210000001,28837.99780000002
106.78184612,-6.27677006,-72.81,14.289999999999996,40523.2,24031.27,Melakukan Optimasi Power Control,-74.61565,13.945650000000004,40525.39351999998,24912.823300000007
106.78183168,-6.27683193,-73.48,13.789999999999996,43198.81,31832.95,Melakukan Optimasi Power Control,-75.24393,14.202150000000026,41932.54564000001,27980.75385000002
106.78181697,-6.2768991,-72.66,12.83,39570.29,29673.290000000005,Melakukan Optimasi Power Control,-75.15453000000001,13.509750000000002,39316.31254,27868.279550000017
106.78180388,-6.27695821,-69.71,14.829999999999997,41262.6,32796.45,Melakukan Optimasi Power Control,-73.43603000000004,16.13305000000002,40666.72944,29923.89755000003
106.78178919,-6.27702432,-69.42,14.15,38817.57,29435.610000000004,Melakukan Optimasi Power Control,-73.92833000000002,15.264850000000015,39665.49423999999,27598.142550000022
106.78177224,-6.27708279,-68.89,14.619999999999996,43012.78,31183.9,Melakukan Optimasi Power Control,-73.51483000000002,15.758850000000011,41900.30414000001,27783.91085000003
106.78175575,-6.27713651,-69.27,10.330000000000004,34840.3,30004.33,Melakukan Optimasi Power Control,-75.72666,12.17750000000001,35845.037679999994,27484.574099999994
106.78174074,-6.27718614,-66.85,9.270000000000003,36881.14,30263.0,Melakukan Optimasi Power Control,-76.45366,10.979000000000008,36791.40708000001,27753.839299999992
106.78172516,-6.27723852,-62.58,11.04,40573.01,35816.09,Melakukan Optimasi Power Control,-75.95190000000002,13.734100000000003,41872.0192,36209.7605
106.78171268,-6.27728607,-61.18,12.73,51201.93,29683.89,Melakukan Optimasi Power Control,-75.12500000000001,12.791800000000014,47596.16490000001,26882.8252
106.78169728,-6.27734685,-62.10999999999999,10.960000000000004,44773.13,28840.1,Melakukan Optimasi Power Control,-75.05303,12.64895,42687.90704000002,26061.07005
106.78168398,-6.27740247,-66.23,9.310000000000002,40571.01,31156.26,Melakukan Optimasi Power Control,-76.30752999999997,10.96355000000001,40109.18114,27444.696750000003
106.78167179,-6.27745534,-63.99,10.330000000000004,36882.53,35046.53,Melakukan Optimasi Power Control,-76.08770000000004,12.624900000000013,38236.4582,32941.7276
106.78166057,-6.27750441,-61.77,13.920000000000002,46629.5,30225.41,Melakukan Optimasi Power Control,-74.07380000000002,14.795100000000012,43455.78050000001,26632.12470000001
106.78164887,-6.27755125,-59.59000000000001,15.119999999999996,42653.22,29789.47,Melakukan Optimasi Power Control,-73.37803000000002,16.233850000000004,42149.17414,27501.71435000003
106.78163918,-6.27759192,-56.95,16.709999999999997,42913.34,31168.54,Melakukan Optimasi Power Control,-73.41333000000002,16.448850000000007,41851.18404,27802.879550000034
106.78162999,-6.27763153,-55.52,11.079999999999998,32384.83,31135.74,Melakukan Optimasi Power Control,-75.99966,12.612600000000006,34675.16388,26990.8559
106.78162125,-6.27766529,-60.54,6.46,29234.31,27891.01,Melakukan Optimasi Power Control,-78.43303999999998,6.704100000000016,31017.478059999998,26318.539824999996
106.78161275,-6.27769763,-62.4,6.33,37447.2,32820.51,Melakukan Optimasi Power Control,-79.32255999999998,7.072200000000013,35230.97625000001,29124.907224999988
106.78160284,-6.27773186,-64.93,6.69,22308.7,22913.28,Melakukan Optimasi Power Control,-79.28609999999999,8.42950000000001,23779.95415,25651.87459499999
106.7815939,-6.27776431,-62.23,15.019999999999996,28888.92,15197.63,Melakukan Optimasi Power Control,-71.83578000000003,17.882,30904.102980000003,19239.357999999997
106.78158322,-6.27779994,-61.65,16.499999999999996,40769.18,10346.04,Melakukan Optimasi MEC dan Carrier Aggregation,-77.01741999999999,16.265200000000014,46797.48057000002,8104.805794999997
106.78156997,-6.27784323,-60.75999999999999,19.9,46638.57,10264.97,Melakukan Optimasi Power Control,-76.71536,18.49930000000001,51310.47240000002,6511.903289999999
106.78155413,-6.27789257,-62.82000000000001,19.52,48118.43,11601.12,Melakukan Optimasi Power Control,-76.907695,17.915475000000026,50832.19434000001,7241.406014999999
106.78153584,-6.27795357,-63.12,21.12,48749.0,11305.899999999998,Melakukan Optimasi Power Control,-76.35359500000003,18.642875000000025,52001.80118000002,6541.205414999999
106.78151883,-6.27801501,-63.2,23.08,50434.37,11550.889999999998,Melakukan Optimasi Power Control,-75.97646500000002,19.063925000000022,50229.536900000014,7095.586515
106.781498,-6.27808637,-63.940000000000005,21.46,48684.3,10262.2,Melakukan Optimasi Power Control,-76.391695,18.758675000000014,51964.64024000002,6447.411719999999
106.78147907,-6.27815472,-67.15,23.08,50836.26,7900.84,Melakukan Optimasi Power Control,-76.16786,19.240800000000025,51506.86727000002,6201.855995000001
106.7814614,-6.27821898,-66.53,23.33,49171.77,9437.15,Melakukan Optimasi Power Control,-76.03686,19.35660000000003,50684.26437000002,6454.283595000002
106.78144505,-6.27828335,-64.68,23.730000000000004,50666.95,10728.63,Melakukan Optimasi Power Control,-76.02919500000002,19.226875000000025,50765.68948000002,6576.100715
106.78142922,-6.27834372,-62.46999999999999,25.83,54868.1,11312.57,Melakukan Optimasi Power Control,-76.12529500000001,19.384375000000027,50905.94578000002,6788.890614999999
106.78141356,-6.27840187,-63.06,24.210000000000004,57690.82,9367.74,Melakukan Optimasi Power Control,-75.57566,20.17670000000002,54299.57437000003,5475.822495
106.78139656,-6.27846515,-64.31,21.96,57506.65,9829.67,Melakukan Optimasi Power Control,-76.20666,19.860800000000012,54583.24287000002,5691.609695
106.78137878,-6.27852891,-63.940000000000005,21.62,50446.45,9235.36,Melakukan Optimasi Power Control,-76.62936000000002,18.843500000000017,52673.60917000002,6207.469795
106.78136098,-6.27859143,-68.15,22.42,50548.11,8733.76,Melakukan Optimasi Power Control,-76.26436,19.25910000000001,50782.54357000002,6534.931595000001
106.78134203,-6.27865682,-72.19,21.08,47253.67,9790.62,Melakukan Optimasi Power Control,-76.79972500000001,18.418225000000017,51490.096230000025,6683.637364999999
106.78132064,-6.2787259,-73.6,21.69,49294.13,9549.72,Melakukan Optimasi Power Control,-76.95266000000002,18.84580000000002,51365.14597000003,6680.351795
